"Ngay","ISO_Date","Thu","Loai_Vang","Gia_Mua_VND_Luong","Gia_Ban_VND_Luong","Chenh_Lech_VND_Luong","Gia_Mua_VND_Chi","Gia_Ban_VND_Chi","Gia_The_Gioi_USD_oz","SJC_Mieng_Mua_VND_Luong","SJC_Mieng_Ban_VND_Luong","Cap_Nhat_Luc"
"12/09/2016","2016-09-12","Thứ Hai","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1321,34500000,37500000,"23:30"
"13/09/2016","2016-09-13","Thứ Ba","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1319,34500000,37500000,"23:30"
"14/09/2016","2016-09-14","Thứ Tư","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1321.5,34500000,37500000,"23:30"
"15/09/2016","2016-09-15","Thứ Năm","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1313.5,34300000,37300000,"23:30"
"16/09/2016","2016-09-16","Thứ Sáu","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1305.8,34100000,37100000,"23:30"
"19/09/2016","2016-09-19","Thứ Hai","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1313.5,34300000,37300000,"23:30"
"20/09/2016","2016-09-20","Thứ Ba","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1313.7,34300000,37300000,"23:30"
"21/09/2016","2016-09-21","Thứ Tư","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1326.9,34700000,37700000,"23:30"
"22/09/2016","2016-09-22","Thứ Năm","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1340.4,35100000,38100000,"23:30"
"23/09/2016","2016-09-23","Thứ Sáu","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1337.2,35000000,38000000,"23:30"
"26/09/2016","2016-09-26","Thứ Hai","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1339.7,35000000,38000000,"23:30"
"27/09/2016","2016-09-27","Thứ Ba","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1325.9,34700000,37700000,"23:30"
"28/09/2016","2016-09-28","Thứ Tư","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1319.4,34500000,37500000,"23:30"
"29/09/2016","2016-09-29","Thứ Năm","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1321.7,34500000,37500000,"23:30"
"30/09/2016","2016-09-30","Thứ Sáu","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1313.3,34300000,37300000,"23:30"
"03/10/2016","2016-10-03","Thứ Hai","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1309,34200000,37200000,"23:30"
"04/10/2016","2016-10-04","Thứ Ba","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1266.3,33000000,36000000,"23:30"
"05/10/2016","2016-10-05","Thứ Tư","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1265.2,33000000,36000000,"23:30"
"06/10/2016","2016-10-06","Thứ Năm","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1249.8,32500000,35500000,"23:30"
"07/10/2016","2016-10-07","Thứ Sáu","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1248.9,32500000,35500000,"23:30"
"11/10/2016","2016-10-11","Thứ Ba","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1253,32600000,35600000,"23:30"
"12/10/2016","2016-10-12","Thứ Tư","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1251.1,32600000,35600000,"23:30"
"13/10/2016","2016-10-13","Thứ Năm","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1255,32700000,35700000,"23:30"
"14/10/2016","2016-10-14","Thứ Sáu","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1253.1,32600000,35600000,"23:30"
"17/10/2016","2016-10-17","Thứ Hai","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1254.4,32700000,35700000,"23:30"
"18/10/2016","2016-10-18","Thứ Ba","Vàng nhẫn SJC 9999",32300000,35300000,3000000,3230000,3530000,1260.8,32800000,35800000,"23:30"
"19/10/2016","2016-10-19","Thứ Tư","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1267.9,33000000,36000000,"23:30"
"20/10/2016","2016-10-20","Thứ Năm","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1265.6,33000000,36000000,"23:30"
"21/10/2016","2016-10-21","Thứ Sáu","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1265.9,33000000,36000000,"23:30"
"24/10/2016","2016-10-24","Thứ Hai","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1262,32900000,35900000,"23:30"
"25/10/2016","2016-10-25","Thứ Ba","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1271.9,33100000,36100000,"23:30"
"26/10/2016","2016-10-26","Thứ Tư","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1264.8,32900000,35900000,"23:30"
"27/10/2016","2016-10-27","Thứ Năm","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1267.9,33000000,36000000,"23:30"
"28/10/2016","2016-10-28","Thứ Sáu","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1275.5,33200000,36200000,"23:30"
"31/10/2016","2016-10-31","Thứ Hai","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1271.5,33100000,36100000,"23:30"
"01/11/2016","2016-11-01","Thứ Ba","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1286.4,33600000,36600000,"23:30"
"02/11/2016","2016-11-02","Thứ Tư","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1306.8,34100000,37100000,"23:30"
"03/11/2016","2016-11-03","Thứ Năm","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1302.1,34000000,37000000,"23:30"
"04/11/2016","2016-11-04","Thứ Sáu","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1303.3,34000000,37000000,"23:30"
"07/11/2016","2016-11-07","Thứ Hai","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1278.3,33300000,36300000,"23:30"
"08/11/2016","2016-11-08","Thứ Ba","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1273.4,33200000,36200000,"23:30"
"09/11/2016","2016-11-09","Thứ Tư","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1272.6,33200000,36200000,"23:30"
"10/11/2016","2016-11-10","Thứ Năm","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1265.5,33000000,36000000,"23:30"
"14/11/2016","2016-11-14","Thứ Hai","Vàng nhẫn SJC 9999",31200000,34200000,3000000,3120000,3420000,1221.2,31700000,34700000,"23:30"
"15/11/2016","2016-11-15","Thứ Ba","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1224,31800000,34800000,"23:30"
"16/11/2016","2016-11-16","Thứ Tư","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1223.4,31800000,34800000,"23:30"
"17/11/2016","2016-11-17","Thứ Năm","Vàng nhẫn SJC 9999",31100000,34100000,3000000,3110000,3410000,1216.5,31600000,34600000,"23:30"
"18/11/2016","2016-11-18","Thứ Sáu","Vàng nhẫn SJC 9999",30900000,33900000,3000000,3090000,3390000,1208.5,31400000,34400000,"23:30"
"21/11/2016","2016-11-21","Thứ Hai","Vàng nhẫn SJC 9999",30900000,33900000,3000000,3090000,3390000,1209.6,31400000,34400000,"23:30"
"22/11/2016","2016-11-22","Thứ Ba","Vàng nhẫn SJC 9999",30900000,33900000,3000000,3090000,3390000,1211,31400000,34400000,"23:30"
"23/11/2016","2016-11-23","Thứ Tư","Vàng nhẫn SJC 9999",30300000,33300000,3000000,3030000,3330000,1189.1,30800000,33800000,"23:30"
"25/11/2016","2016-11-25","Thứ Sáu","Vàng nhẫn SJC 9999",30000000,33000000,3000000,3000000,3300000,1178.2,30500000,33500000,"23:30"
"28/11/2016","2016-11-28","Thứ Hai","Vàng nhẫn SJC 9999",30400000,33400000,3000000,3040000,3340000,1190.6,30900000,33900000,"23:30"
"29/11/2016","2016-11-29","Thứ Ba","Vàng nhẫn SJC 9999",30300000,33300000,3000000,3030000,3330000,1187.9,30800000,33800000,"23:30"
"30/11/2016","2016-11-30","Thứ Tư","Vàng nhẫn SJC 9999",29800000,32800000,3000000,2980000,3280000,1170.8,30300000,33300000,"23:30"
"01/12/2016","2016-12-01","Thứ Năm","Vàng nhẫn SJC 9999",29700000,32700000,3000000,2970000,3270000,1166.9,30200000,33200000,"23:30"
"02/12/2016","2016-12-02","Thứ Sáu","Vàng nhẫn SJC 9999",29900000,32900000,3000000,2990000,3290000,1175.1,30400000,33400000,"23:30"
"05/12/2016","2016-12-05","Thứ Hai","Vàng nhẫn SJC 9999",29900000,32900000,3000000,2990000,3290000,1174,30400000,33400000,"23:30"
"06/12/2016","2016-12-06","Thứ Ba","Vàng nhẫn SJC 9999",29700000,32700000,3000000,2970000,3270000,1167.6,30200000,33200000,"23:30"
"07/12/2016","2016-12-07","Thứ Tư","Vàng nhẫn SJC 9999",29900000,32900000,3000000,2990000,3290000,1175,30400000,33400000,"23:30"
"08/12/2016","2016-12-08","Thứ Năm","Vàng nhẫn SJC 9999",29800000,32800000,3000000,2980000,3280000,1169.8,30300000,33300000,"23:30"
"09/12/2016","2016-12-09","Thứ Sáu","Vàng nhẫn SJC 9999",29500000,32500000,3000000,2950000,3250000,1159.4,30000000,33000000,"23:30"
"12/12/2016","2016-12-12","Thứ Hai","Vàng nhẫn SJC 9999",29600000,32600000,3000000,2960000,3260000,1163.5,30100000,33100000,"23:30"
"13/12/2016","2016-12-13","Thứ Ba","Vàng nhẫn SJC 9999",29400000,32400000,3000000,2940000,3240000,1156.7,29900000,32900000,"23:30"
"14/12/2016","2016-12-14","Thứ Tư","Vàng nhẫn SJC 9999",29500000,32500000,3000000,2950000,3250000,1161.3,30000000,33000000,"23:30"
"15/12/2016","2016-12-15","Thứ Năm","Vàng nhẫn SJC 9999",28600000,31600000,3000000,2860000,3160000,1127.8,29100000,32100000,"23:30"
"16/12/2016","2016-12-16","Thứ Sáu","Vàng nhẫn SJC 9999",28800000,31800000,3000000,2880000,3180000,1135.3,29300000,32300000,"23:30"
"19/12/2016","2016-12-19","Thứ Hai","Vàng nhẫn SJC 9999",29000000,32000000,3000000,2900000,3200000,1140.5,29500000,32500000,"23:30"
"20/12/2016","2016-12-20","Thứ Ba","Vàng nhẫn SJC 9999",28700000,31700000,3000000,2870000,3170000,1131.5,29200000,32200000,"23:30"
"21/12/2016","2016-12-21","Thứ Tư","Vàng nhẫn SJC 9999",28700000,31700000,3000000,2870000,3170000,1131.1,29200000,32200000,"23:30"
"22/12/2016","2016-12-22","Thứ Năm","Vàng nhẫn SJC 9999",28600000,31600000,3000000,2860000,3160000,1128.8,29100000,32100000,"23:30"
"23/12/2016","2016-12-23","Thứ Sáu","Vàng nhẫn SJC 9999",28700000,31700000,3000000,2870000,3170000,1131.9,29200000,32200000,"23:30"
"27/12/2016","2016-12-27","Thứ Ba","Vàng nhẫn SJC 9999",28900000,31900000,3000000,2890000,3190000,1137.3,29400000,32400000,"23:30"
"28/12/2016","2016-12-28","Thứ Tư","Vàng nhẫn SJC 9999",28900000,31900000,3000000,2890000,3190000,1139.4,29400000,32400000,"23:30"
"29/12/2016","2016-12-29","Thứ Năm","Vàng nhẫn SJC 9999",29400000,32400000,3000000,2940000,3240000,1156.4,29900000,32900000,"23:30"
"30/12/2016","2016-12-30","Thứ Sáu","Vàng nhẫn SJC 9999",29200000,32200000,3000000,2920000,3220000,1150,29700000,32700000,"23:30"
"03/01/2017","2017-01-03","Thứ Ba","Vàng nhẫn SJC 9999",30300000,33300000,3000000,3030000,3330000,1160.4,30800000,33800000,"23:30"
"04/01/2017","2017-01-04","Thứ Tư","Vàng nhẫn SJC 9999",30400000,33400000,3000000,3040000,3340000,1163.8,30900000,33900000,"23:30"
"05/01/2017","2017-01-05","Thứ Năm","Vàng nhẫn SJC 9999",30900000,33900000,3000000,3090000,3390000,1179.7,31400000,34400000,"23:30"
"06/01/2017","2017-01-06","Thứ Sáu","Vàng nhẫn SJC 9999",30700000,33700000,3000000,3070000,3370000,1171.9,31200000,34200000,"23:30"
"09/01/2017","2017-01-09","Thứ Hai","Vàng nhẫn SJC 9999",31000000,34000000,3000000,3100000,3400000,1183.5,31500000,34500000,"23:30"
"10/01/2017","2017-01-10","Thứ Ba","Vàng nhẫn SJC 9999",31000000,34000000,3000000,3100000,3400000,1184.2,31500000,34500000,"23:30"
"11/01/2017","2017-01-11","Thứ Tư","Vàng nhẫn SJC 9999",31400000,34400000,3000000,3140000,3440000,1195.6,31900000,34900000,"23:30"
"12/01/2017","2017-01-12","Thứ Năm","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1198.9,32000000,35000000,"23:30"
"13/01/2017","2017-01-13","Thứ Sáu","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1195.3,31800000,34800000,"23:30"
"17/01/2017","2017-01-17","Thứ Ba","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1212,32300000,35300000,"23:30"
"18/01/2017","2017-01-18","Thứ Tư","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1211.3,32300000,35300000,"23:30"
"19/01/2017","2017-01-19","Thứ Năm","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1200.9,32000000,35000000,"23:30"
"20/01/2017","2017-01-20","Thứ Sáu","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1204.3,32100000,35100000,"23:30"
"23/01/2017","2017-01-23","Thứ Hai","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1215,32400000,35400000,"23:30"
"24/01/2017","2017-01-24","Thứ Ba","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1210.3,32300000,35300000,"23:30"
"25/01/2017","2017-01-25","Thứ Tư","Vàng nhẫn SJC 9999",31400000,34400000,3000000,3140000,3440000,1197.3,31900000,34900000,"23:30"
"26/01/2017","2017-01-26","Thứ Năm","Vàng nhẫn SJC 9999",31200000,34200000,3000000,3120000,3420000,1189.5,31700000,34700000,"23:30"
"27/01/2017","2017-01-27","Thứ Sáu","Vàng nhẫn SJC 9999",31100000,34100000,3000000,3110000,3410000,1188.1,31600000,34600000,"23:30"
"30/01/2017","2017-01-30","Thứ Hai","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1193.2,31800000,34800000,"23:30"
"31/01/2017","2017-01-31","Thứ Ba","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1208.6,32200000,35200000,"23:30"
"01/02/2017","2017-02-01","Thứ Tư","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1205.6,32100000,35100000,"23:30"
"02/02/2017","2017-02-02","Thứ Năm","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1216.7,32500000,35500000,"23:30"
"03/02/2017","2017-02-03","Thứ Sáu","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1218.5,32500000,35500000,"23:30"
"06/02/2017","2017-02-06","Thứ Hai","Vàng nhẫn SJC 9999",32300000,35300000,3000000,3230000,3530000,1230,32800000,35800000,"23:30"
"07/02/2017","2017-02-07","Thứ Ba","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1234.2,33000000,36000000,"23:30"
"08/02/2017","2017-02-08","Thứ Tư","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1237.6,33100000,36100000,"23:30"
"09/02/2017","2017-02-09","Thứ Năm","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1235.1,33000000,36000000,"23:30"
"10/02/2017","2017-02-10","Thứ Sáu","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1234.4,33000000,36000000,"23:30"
"13/02/2017","2017-02-13","Thứ Hai","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1224.4,32700000,35700000,"23:30"
"14/02/2017","2017-02-14","Thứ Ba","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1223.9,32700000,35700000,"23:30"
"15/02/2017","2017-02-15","Thứ Tư","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1231.7,32900000,35900000,"23:30"
"16/02/2017","2017-02-16","Thứ Năm","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1240,33100000,36100000,"23:30"
"17/02/2017","2017-02-17","Thứ Sáu","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1237.6,33100000,36100000,"23:30"
"21/02/2017","2017-02-21","Thứ Ba","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1237.5,33100000,36100000,"23:30"
"22/02/2017","2017-02-22","Thứ Tư","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1232,32900000,35900000,"23:30"
"23/02/2017","2017-02-23","Thứ Năm","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1250.2,33400000,36400000,"23:30"
"24/02/2017","2017-02-24","Thứ Sáu","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1256.9,33600000,36600000,"23:30"
"27/02/2017","2017-02-27","Thứ Hai","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1257.4,33600000,36600000,"23:30"
"28/02/2017","2017-02-28","Thứ Ba","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1252.6,33500000,36500000,"23:30"
"01/03/2017","2017-03-01","Thứ Tư","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1248.9,33400000,36400000,"23:30"
"02/03/2017","2017-03-02","Thứ Năm","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1231.9,32900000,35900000,"23:30"
"03/03/2017","2017-03-03","Thứ Sáu","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1225.5,32700000,35700000,"23:30"
"06/03/2017","2017-03-06","Thứ Hai","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1224.5,32700000,35700000,"23:30"
"07/03/2017","2017-03-07","Thứ Ba","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1215.1,32400000,35400000,"23:30"
"08/03/2017","2017-03-08","Thứ Tư","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1208.5,32200000,35200000,"23:30"
"09/03/2017","2017-03-09","Thứ Năm","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1202.4,32100000,35100000,"23:30"
"10/03/2017","2017-03-10","Thứ Sáu","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1200.7,32000000,35000000,"23:30"
"13/03/2017","2017-03-13","Thứ Hai","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1202.4,32100000,35100000,"23:30"
"14/03/2017","2017-03-14","Thứ Ba","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1201.9,32000000,35000000,"23:30"
"15/03/2017","2017-03-15","Thứ Tư","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1200.1,32000000,35000000,"23:30"
"16/03/2017","2017-03-16","Thứ Năm","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1226.5,32700000,35700000,"23:30"
"17/03/2017","2017-03-17","Thứ Sáu","Vàng nhẫn SJC 9999",32300000,35300000,3000000,3230000,3530000,1229.8,32800000,35800000,"23:30"
"20/03/2017","2017-03-20","Thứ Hai","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1233.6,32900000,35900000,"23:30"
"21/03/2017","2017-03-21","Thứ Ba","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1246.1,33300000,36300000,"23:30"
"22/03/2017","2017-03-22","Thứ Tư","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1249.3,33400000,36400000,"23:30"
"23/03/2017","2017-03-23","Thứ Năm","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1246.9,33300000,36300000,"23:30"
"24/03/2017","2017-03-24","Thứ Sáu","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1248.2,33400000,36400000,"23:30"
"27/03/2017","2017-03-27","Thứ Hai","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1255.4,33600000,36600000,"23:30"
"28/03/2017","2017-03-28","Thứ Ba","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1255.3,33600000,36600000,"23:30"
"29/03/2017","2017-03-29","Thứ Tư","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1253.4,33500000,36500000,"23:30"
"30/03/2017","2017-03-30","Thứ Năm","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1245,33300000,36300000,"23:30"
"31/03/2017","2017-03-31","Thứ Sáu","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1247.3,33300000,36300000,"23:30"
"03/04/2017","2017-04-03","Thứ Hai","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1250.8,33400000,36400000,"23:30"
"04/04/2017","2017-04-04","Thứ Ba","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1255,33600000,36600000,"23:30"
"05/04/2017","2017-04-05","Thứ Tư","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1245.4,33300000,36300000,"23:30"
"06/04/2017","2017-04-06","Thứ Năm","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1250.3,33400000,36400000,"23:30"
"07/04/2017","2017-04-07","Thứ Sáu","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1254.3,33500000,36500000,"23:30"
"10/04/2017","2017-04-10","Thứ Hai","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1251.1,33500000,36500000,"23:30"
"11/04/2017","2017-04-11","Thứ Ba","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1271.2,34000000,37000000,"23:30"
"12/04/2017","2017-04-12","Thứ Tư","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1275.3,34100000,37100000,"23:30"
"13/04/2017","2017-04-13","Thứ Năm","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1285.9,34500000,37500000,"23:30"
"17/04/2017","2017-04-17","Thứ Hai","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1289.4,34600000,37600000,"23:30"
"18/04/2017","2017-04-18","Thứ Ba","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1291.7,34600000,37600000,"23:30"
"19/04/2017","2017-04-19","Thứ Tư","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.4,34300000,37300000,"23:30"
"20/04/2017","2017-04-20","Thứ Năm","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.9,34300000,37300000,"23:30"
"21/04/2017","2017-04-21","Thứ Sáu","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1287.4,34500000,37500000,"23:30"
"24/04/2017","2017-04-24","Thứ Hai","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1275.8,34200000,37200000,"23:30"
